Event Name,Time,Operating System,Session Length
App Session,1666529516.924,iOS,18.3
App Session,1666529244.053,iOS,85.3
App Session,1666529242.295,Android,27.1
App Session,1666529157.49,iOS,44.1
App Session,1666529111.101,iOS,46.3
App Session,1666528964.477,Android,29.7
App Session,1666528957.255,Android,56
App Session,1666528575.292,Android,44.6
App Session,1666528504.579,Android,60.5
App Session,1666528447.425,iOS,39
App Session,1666528402.42,iOS,61.1
App Session,1666527900.724,iOS,12.1
App Session,1666527599.569,iOS,22.3
App Session,1666527150.035,Android,15.2
App Session,1666527130.717,Android,50.1
App Session,1666526795.043,Android,11
App Session,1666526723.301,Android,21.9
App Session,1666526546.552,Android,19.8
App Session,1666526519.238,Android,106.4
App Session,1666526410.715,Android,128.1
App Session,1666526279.881,Android,22.7
App Session,1666526253.937,Android,930.4
App Session,1666526169.388,Android,25.6
App Session,1666526152.973,Android,21.8
App Session,1666526118.955,Android,125.1
App Session,1666525934.019,Android,58.4
App Session,1666525176.242,Android,51.3
App Session,1666525123.393,Android,13.2
App Session,1666525051.641,Android,131.2
App Session,1666524916.541,Android,40.5
App Session,1666524906.345,Android,22.7
App Session,1666524833.469,Android,16.9
App Session,1666524688.208,Android,49.4
App Session,1666524600.459,Android,16.9
App Session,1666524442.059,Android,51.5
App Session,1666524261.403,Android,17.1
App Session,1666523750.131,Android,56.9
App Session,1666523419.657,Android,585.5
App Session,1666523296.943,Android,16.2
App Session,1666523278.677,Android,44.3
App Session,1666523191.227,Android,20.7
App Session,1666523098.907,iOS,15.7
App Session,1666523077.926,iOS,31.1
App Session,1666523044.593,iOS,11.7
App Session,1666523043.178,iOS,34.3
App Session,1666523018.269,iOS,11.8
App Session,1666522831.007,Android,91.1
App Session,1666522822.184,Android,352.3
App Session,1666522704.235,Android,84.7
App Session,1666522166.84,iOS,68.2
App Session,1666522092.132,iOS,89
App Session,1666521918.699,Android,13.6
App Session,1666521706.675,iOS,88.2
App Session,1666521583.25,iOS,52.2
App Session,1666521386.501,Android,104.7
App Session,1666521238.309,Android,22.6
App Session,1666520669.093,Android,30.1
App Session,1666520465.678,Android,226.3
App Session,1666520340.721,Android,79.5
App Session,1666520240.44,Android,21
App Session,1666520078.51,Android,705.4
App Session,1666519937.193,Android,18.8
App Session,1666519649.471,iOS,36.3
App Session,1666519379.191,Android,19.9
App Session,1666519376.491,Android,30.5
App Session,1666519336.648,Android,17
App Session,1666519019.46,Android,18.7
App Session,1666518990.744,Android,15.6
App Session,1666518930.812,Android,968.7
App Session,1666518906.923,Android,12.4
App Session,1666518820.713,Android,26.4
App Session,1666518688.924,Android,40.4
App Session,1666518643.992,Android,15.6
App Session,1666518566.18,Android,16.6
App Session,1666518537.105,Android,33.1
App Session,1666518442.222,Android,15.6
App Session,1666518420.567,Android,15.1
App Session,1666518151.986,Android,10.3
App Session,1666517995.579,iOS,114.7
App Session,1666517879.265,iOS,23.1
App Session,1666517427.314,Android,157.6
App Session,1666517265.689,Android,307.3
App Session,1666517018.897,iOS,50.3
App Session,1666516833.753,Android,23.7
App Session,1666516735.703,Android,115.3
App Session,1666516645.049,Android,38.7
App Session,1666516557.719,Android,152.3
App Session,1666516533.164,Android,30.7
App Session,1666516395.4,Android,76.8
App Session,1666515957.065,Android,16.5
App Session,1666515906.161,Android,58.5
App Session,1666515883.425,Android,26
App Session,1666515826.459,Android,86.9
App Session,1666515552.306,Android,51
App Session,1666515500.665,Android,39.8
App Session,1666515427.822,Android,16
App Session,1666515340.541,Android,102.7
App Session,1666515340.317,Android,21
App Session,1666515327.026,Android,21.1
App Session,1666515297.477,Android,15.2
App Session,1666515288.475,Android,15.9
App Session,1666514492.307,Android,93.5
App Session,1666514440.952,iOS,91.2
App Session,1666514304.082,iOS,18.9
App Session,1666514289.909,Android,73.8
App Session,1666514208.975,Android,104.7
App Session,1666513845.837,iOS,34.8
App Session,1666513523.842,Android,50.2
App Session,1666513330.025,Android,257.8
App Session,1666512715.914,Android,66.6
App Session,1666512548.08,Android,308.5
App Session,1666512497.728,Android,30.2
App Session,1666512424.244,Android,15
App Session,1666512026.671,Android,558
App Session,1666511973.148,iOS,30.6
App Session,1666511726.282,Android,106.2
App Session,1666511238.62,Android,1509.4
App Session,1666511155.95,iOS,29.8
App Session,1666511117.186,iOS,21.2
App Session,1666510767.059,Android,24.7
App Session,1666510454.158,iOS,31.4
App Session,1666510375.25,iOS,31.5
App Session,1666510340.987,iOS,41.6
App Session,1666510247.046,iOS,124.5
App Session,1666510173.149,iOS,62.9
App Session,1666510121.052,iOS,17.1
App Session,1666510098.494,iOS,261.2
App Session,1666510040.773,Android,12.4
App Session,1666509650.383,Android,30.6
App Session,1666509611.979,Android,39.4
App Session,1666509583.971,Android,72.5
App Session,1666509576.66,iOS,86.9
App Session,1666509569.333,Android,52.3
App Session,1666509553.258,iOS,14.1
App Session,1666509456.251,Android,25.9
App Session,1666509377.596,Android,62.7
App Session,1666509349.734,iOS,66.7
App Session,1666509313.262,Android,284.3
App Session,1666509016.679,iOS,32
App Session,1666509001.145,Android,35.6
App Session,1666508516.982,Android,13.2
App Session,1666508262.957,Android,55.4
App Session,1666507827.97,iOS,23.7
App Session,1666507819.818,iOS,60.2
App Session,1666507546.986,Android,174.8
App Session,1666507498.598,iOS,83.3
App Session,1666507434.36,iOS,22.7
App Session,1666507368.007,Android,47.7
App Session,1666507366.473,Android,14.7
App Session,1666507350.757,Android,11.3
App Session,1666507324.043,Android,148.9
App Session,1666507108.576,Android,105.8
App Session,1666506963.214,Android,69.6
App Session,1666506853.359,Android,19.9
App Session,1666506539.836,Android,43.1
App Session,1666506368.634,Android,12
App Session,1666506303.546,iOS,65.2
App Session,1666506293.484,Android,26
App Session,1666506247.335,Android,41.4
App Session,1666505998.704,Android,675.3
App Session,1666505921.354,Android,150.8
App Session,1666505652.177,Android,55.8
App Session,1666505528.79,iOS,14.3
App Session,1666505306.484,Android,49.1
App Session,1666505292.517,iOS,32.1
App Session,1666505267.293,Android,217.7
App Session,1666505163.007,Android,82.3
App Session,1666505045.463,Android,86.4
App Session,1666504823.446,Android,836.8
App Session,1666504761.138,Android,38.4
App Session,1666504633.22,Android,26.7
App Session,1666504480.401,Android,30.7
App Session,1666504370.383,iOS,116.4
App Session,1666504210.926,Android,20.1
App Session,1666504162.324,Android,83.9
App Session,1666504159.339,iOS,16.4
App Session,1666504155.141,Android,16.4
App Session,1666504068.507,Android,16.8
App Session,1666504061.575,Android,122.7
App Session,1666504034.494,iOS,37.9
App Session,1666503905.343,Android,124.5
App Session,1666503778.821,Android,28.9
App Session,1666503691.653,Android,79
App Session,1666503663.749,Android,14.4
App Session,1666503594.455,Android,29.6
App Session,1666503554.8,Android,14.7
App Session,1666503551.991,Android,110.3
App Session,1666503440.024,Android,137.8
App Session,1666503301.908,Android,35.6
App Session,1666503287.915,Android,246.4
App Session,1666503181.621,Android,50.6
App Session,1666503135.999,Android,209.5
App Session,1666503126.021,Android,95.7
App Session,1666503042.781,Android,74.5
App Session,1666503032.543,Android,163.6
App Session,1666502967.654,Android,33.4
App Session,1666502951.041,Android,14.1
App Session,1666502856.195,Android,227.7
App Session,1666502678.04,iOS,11.9
App Session,1666502616.165,Android,74
App Session,1666502582.778,Android,309.2
App Session,1666502455.479,Android,14.7
App Session,1666502450.123,Android,18.5
App Session,1666502430.207,Android,69.3
App Session,1666502385.577,Android,99.1
App Session,1666502169.701,Android,449.7
App Session,1666502109.503,Android,27.6
App Session,1666502081.181,Android,146.9
App Session,1666501881.982,Android,89.7
App Session,1666501861.477,Android,14.1
App Session,1666501828.507,Android,95.6
App Session,1666501729.289,Android,76.7
App Session,1666501700.043,Android,17.6
App Session,1666501678.881,Android,319.1
App Session,1666501616.049,Android,76.7
App Session,1666501614.733,Android,38.5
App Session,1666501538.079,Android,13.2
App Session,1666501355.869,Android,13.3
App Session,1666501319.415,Android,56.4
App Session,1666501253.389,Android,105.5
App Session,1666501098.669,Android,55.3
App Session,1666501092.144,Android,60.7
App Session,1666500822.446,iOS,59.9
App Session,1666500477.777,Android,296.9
App Session,1666500319.03,Android,49.6
App Session,1666500267.592,Android,54.1
App Session,1666500054.577,Android,43.6
App Session,1666499943.278,Android,145
App Session,1666499873.057,Android,160.9
App Session,1666499821.327,Android,74.6
App Session,1666499637.87,Android,39.9
App Session,1666499634.932,Android,27.6
App Session,1666499601.216,Android,80.6
App Session,1666499463.915,Android,18.4
App Session,1666499380.042,Android,16.5
App Session,1666499072.612,Android,17.4
App Session,1666499053.202,Android,15.6
App Session,1666499049.307,Android,13.6
App Session,1666499037.727,Android,139.7
App Session,1666499034.796,Android,27.3
App Session,1666498966.959,Android,85.5
App Session,1666498879.809,Android,54.5
App Session,1666498770.354,Android,79.3
App Session,1666498242.898,Android,71.6
App Session,1666498105.399,iOS,18.2
App Session,1666497952.627,Android,85.3
App Session,1666497865.383,Android,101
App Session,1666497842.352,Android,64.7
App Session,1666497786.334,Android,65.1
App Session,1666497751.399,Android,27.5
App Session,1666497670.3,Android,39.9
App Session,1666497596.346,iOS,14.8
App Session,1666497483.87,Android,28.8
App Session,1666497454.162,Android,100.6
App Session,1666497282.77,iOS,122.9
App Session,1666497180.445,Android,101.6
App Session,1666497144.752,iOS,220.4
App Session,1666497121.288,Android,259.7
App Session,1666497068.021,Android,36.2
App Session,1666496921.201,iOS,73.4
App Session,1666496525.622,Android,20.7
App Session,1666496482.968,Android,140.3
App Session,1666496213.366,iOS,20.2
App Session,1666495812.193,iOS,30.4
App Session,1666495710.327,iOS,17
App Session,1666495599.799,iOS,56.8
App Session,1666495411.003,Android,46.8
App Session,1666495358.915,Android,56.3
App Session,1666495250.761,Android,41.5
App Session,1666495123.432,Android,12.4
App Session,1666494761.676,iOS,26.5
App Session,1666494584.437,Android,103.9
App Session,1666494413.087,Android,93.5
App Session,1666494275.423,Android,30.6
App Session,1666493911.837,Android,66.5
App Session,1666493784.111,Android,42.2
App Session,1666493544.706,Android,28.5
App Session,1666492848.614,Android,10.7
App Session,1666492588.009,Android,90.1
App Session,1666492243.233,Android,43.2
App Session,1666492157.342,Android,45.1
App Session,1666491846.677,Android,441.6
App Session,1666491354.638,iOS,20.3
App Session,1666491327.817,iOS,10.8
App Session,1666491314.124,iOS,17.7
App Session,1666491170.469,Android,20.3
App Session,1666490945.596,Android,11.3
App Session,1666490928.131,iOS,52.2
App Session,1666490914.429,Android,21.2
App Session,1666489191.94,Android,24.5
App Session,1666489164.315,Android,65.3
App Session,1666488817.286,Android,62
App Session,1666488747.874,Android,117.9
App Session,1666487503.852,Android,49.9
App Session,1666487407.699,Android,50.1
App Session,1666487190.503,Android,51.3
App Session,1666487131.684,Android,56.1
App Session,1666486536.603,Android,32.9
App Session,1666486087.497,Android,20.2
App Session,1666485095.167,Android,99.2
App Session,1666483673.107,Android,106.2
App Session,1666483176.264,Android,14.9
App Session,1666483159.527,Android,21.1
App Session,1666483137.428,Android,14.9
App Session,1666482006.702,iOS,19.5
App Session,1666480762.821,Android,37.7
App Session,1666480723.444,Android,44.7
App Session,1666474497.558,iOS,164.3
App Session,1666474314.045,iOS,18.4
App Session,1666474134.867,Android,24.1
App Session,1666472647.323,iOS,14.8
App Session,1666471469.79,iOS,13.7
App Session,1666471180.741,iOS,52.4
App Session,1666470420.098,iOS,18.7
App Session,1666470396.722,iOS,103.3
App Session,1666468712.71,iOS,69
App Session,1666468638.664,iOS,22.2
App Session,1666468612.402,iOS,22.7
App Session,1666468583.125,iOS,19.7
App Session,1666468559.039,iOS,17.3
App Session,1666468538.109,iOS,20.3
App Session,1666468514.15,iOS,17.2
App Session,1666468487.468,iOS,13.9
App Session,1666468453.226,iOS,11.5
App Session,1666468045.517,iPadOS,46.5
App Session,1666467292.277,Android,50.4
App Session,1666467002.239,Android,76.3
App Session,1666466587.351,iOS,48.9
App Session,1666466436.653,Android,24.2
App Session,1666466266.675,Android,55.3
App Session,1666466078.309,Android,18.4
App Session,1666465684.124,iOS,19.1
App Session,1666465461.117,Android,186.8
App Session,1666465118.647,Android,12
App Session,1666465011.978,iOS,18.4
App Session,1666464976.256,iOS,87
App Session,1666464941.782,Android,27.8
App Session,1666464638.228,Android,76.1
App Session,1666464633.11,Android,41.5
App Session,1666464544.771,Android,11.4
App Session,1666464509.085,Android,185
App Session,1666464415.542,Android,23.8
App Session,1666464317.407,Android,46.5
App Session,1666464311.242,Android,31.8
App Session,1666464279.443,Android,63.6
App Session,1666464213.451,Android,31.4
App Session,1666464153.184,Android,30.4
App Session,1666464092.306,Android,187.3
App Session,1666463853.511,Android,173.1
App Session,1666463683.843,iOS,21.2
App Session,1666463609.373,Android,73.8
App Session,1666463570.342,iOS,12.5
App Session,1666463388.998,Android,91.2
App Session,1666463335.222,Android,57.6
App Session,1666463178.026,Android,39
App Session,1666463042.043,Android,24.6
App Session,1666462580.315,Android,11.7
App Session,1666462486.321,iOS,11
App Session,1666462453.387,iOS,16.8
App Session,1666462446.472,Android,156.1
App Session,1666462371.785,Android,14.5
App Session,1666462335.827,Android,235.7
App Session,1666462087.988,Android,40.1
App Session,1666461993.667,Android,48.2
App Session,1666461940.521,Android,36.1
App Session,1666461930.968,Android,36.3
App Session,1666461824.16,Android,42.2
App Session,1666461689.266,Android,26.4
App Session,1666461666.284,Android,10.6
App Session,1666461622.029,Android,18.9
App Session,1666461577.645,iOS,35.9
App Session,1666461466.651,Android,35.2
App Session,1666461130.658,Android,19.7
App Session,1666461066.605,Android,53.1
App Session,1666461030.027,Android,27.9
App Session,1666461011.17,Android,41
App Session,1666460820.091,iOS,56.9
App Session,1666460752.363,iOS,81.2
App Session,1666460645.923,Android,71.1
App Session,1666460281.843,Android,113.8
App Session,1666460176.053,Android,13.6
App Session,1666460133.004,iOS,46.7
App Session,1666460124.259,Android,138.5
App Session,1666460018.578,Android,24
App Session,1666459765.157,Android,37.8
App Session,1666459417.036,Android,22.5
App Session,1666459379.185,Android,43.5
App Session,1666459131.011,Android,21.3
App Session,1666458849.942,Android,39.7
App Session,1666458809.697,Android,164.2
App Session,1666458804.771,Android,194.8
App Session,1666458788.934,Android,27
App Session,1666458628.917,Android,11.9
App Session,1666458379.086,iOS,23.3
App Session,1666458139.153,Android,35.7
App Session,1666458057.017,Android,67.4
App Session,1666457141.573,iOS,29.5
App Session,1666457086.545,iOS,18.6
App Session,1666457048.248,Android,75.6
App Session,1666457014.157,iOS,68.6
App Session,1666456932.452,iOS,85.6
App Session,1666456687.822,Android,82.4
App Session,1666456563.514,Android,19
App Session,1666456490.991,Android,66.4
App Session,1666456078.925,Android,27.8
App Session,1666456075.088,Android,10.3
App Session,1666456037.032,Android,88.7
App Session,1666455999.48,Android,60.7
App Session,1666455984.81,Android,27.1
App Session,1666455967.265,Android,239
App Session,1666455924.846,Android,181.5
App Session,1666455906.492,Android,42.1
App Session,1666455216.184,Android,56.7
App Session,1666455092.158,Android,58.8
App Session,1666454942.152,Android,65.3
App Session,1666454786.186,Android,21.7
App Session,1666454656.114,Android,29.6
App Session,1666454647.358,Android,268.2
App Session,1666454594.743,Android,81.5
App Session,1666454535.288,iOS,22.1
App Session,1666454489.332,Android,42.5
App Session,1666454454.377,Android,15
App Session,1666454228.426,Android,132.4
App Session,1666454048.447,Android,20.3
App Session,1666453460.715,Android,23.3
App Session,1666453456.821,Android,51.5
App Session,1666453395.703,Android,112.2
App Session,1666452870.523,Android,59
App Session,1666452836.604,Android,137.5
App Session,1666452526.224,Android,16.7
App Session,1666452314.685,Android,23
App Session,1666452183.681,iOS,34.9
App Session,1666452127.356,iOS,36.1
App Session,1666452087.75,Android,154.8
App Session,1666451869.936,iOS,251.1
App Session,1666451680.7,Android,74
App Session,1666451604.085,Android,12.7
App Session,1666451555.896,Android,15.9
App Session,1666451533.248,Android,18.1
App Session,1666451507.918,Android,42.3
App Session,1666451425.129,Android,32.1
App Session,1666451279.125,Android,37
App Session,1666451123.332,iOS,15
App Session,1666451120.766,Android,46.1
App Session,1666451072.286,Android,18.7
App Session,1666451061.542,iOS,16.6
App Session,1666450886.365,iOS,10.2
App Session,1666450847.425,iOS,14
App Session,1666450661.692,Android,10.3
App Session,1666450547.009,Android,49.2
App Session,1666450356.785,Android,77.7
App Session,1666450324.588,iOS,81.2
App Session,1666450314.945,Android,52.6
App Session,1666450266.911,iOS,19.7
App Session,1666450173.419,iOS,19.4
App Session,1666450065.753,Android,30.2
App Session,1666450034.238,Android,49.9
App Session,1666449565.949,Android,24.9
App Session,1666449386.916,Android,56.1
App Session,1666449381.536,Android,15.3
App Session,1666449368.192,Android,20.2
App Session,1666449350.062,Android,17.3
App Session,1666449269.078,Android,82
App Session,1666449023.784,Android,41.4
App Session,1666448875.999,iOS,19.5
App Session,1666448841.78,Android,12.8
App Session,1666448756.315,Android,38.9
App Session,1666448713.336,iOS,24.5
App Session,1666448617.666,Android,56.1
App Session,1666448429.785,Android,37.2
App Session,1666447900.168,Android,129.6
App Session,1666447758.718,Android,24.6
App Session,1666447725.837,Android,30
App Session,1666447714.323,Android,172.8
App Session,1666446862.563,Android,62.5
App Session,1666446778.684,Android,96.3
App Session,1666446719.001,iOS,12.7
App Session,1666446607.252,iOS,31
App Session,1666446604.06,iOS,18.8
App Session,1666446384.978,Android,29.5
App Session,1666446156.763,Android,35.3
App Session,1666446112.736,Android,52.7
App Session,1666446102.4,Android,39.4
App Session,1666446070.56,Android,49.3
App Session,1666446018.242,Android,12.3
App Session,1666445946.339,Android,38.9
App Session,1666445940.587,Android,24.8
App Session,1666445915.106,Android,37.2
App Session,1666445668.905,Android,277.7
App Session,1666445659.226,Android,43
App Session,1666445619.629,Android,56.5
App Session,1666445594.375,Android,41.6
App Session,1666445542.002,Android,10.8
App Session,1666445539.053,Android,33.3
App Session,1666445526.879,Android,44.1
App Session,1666445462.046,Android,16.1
App Session,1666445444.814,Android,135.5
App Session,1666445263.794,Android,101.3
App Session,1666445125.902,iOS,66.4
App Session,1666444857.497,iOS,15.2
App Session,1666444737.494,Android,203.9
App Session,1666444671.168,Android,59.1
App Session,1666444515.76,Android,41.6
App Session,1666444459.128,Android,10.4
App Session,1666444435.877,Android,16.8
App Session,1666444416.116,Android,40.2
App Session,1666444332.081,iOS,76.7
App Session,1666444164.455,Android,59.5
App Session,1666444136.556,Android,23.3
App Session,1666444127.736,Android,44.3
App Session,1666444121.602,iOS,68
App Session,1666444104.196,iOS,25
App Session,1666444075.827,Android,62.6
App Session,1666443987.947,Android,37.3
App Session,1666443900.77,iOS,42.6
App Session,1666443880.281,Android,91.8
App Session,1666443830.651,Android,56.3
App Session,1666443709.302,iOS,112.7
App Session,1666443680.158,Android,30.4
App Session,1666443592.606,Android,23.9
App Session,1666443582.864,Android,44.6
App Session,1666443499.26,Android,37.7
App Session,1666443461.686,Android,31.9
App Session,1666443405.575,Android,10.9
App Session,1666443356.766,Android,10.9
App Session,1666443343.253,Android,21.1
App Session,1666443305.572,Android,186.4
App Session,1666443280.773,Android,158.1
App Session,1666443185.902,Android,37.1
App Session,1666443084.203,Android,76
App Session,1666442873.569,Android,14.3
App Session,1666442775.213,iOS,13.1
App Session,1666442771.553,Android,47.7
App Session,1666442600.536,Android,24
App Session,1666442520.552,iOS,55.9
App Session,1666442372.11,Android,24.9
App Session,1666442232.053,Android,29
App Session,1666442084.377,Android,47.5
App Session,1666442056.559,iOS,16.7
App Session,1666442011.386,iOS,18.9
App Session,1666441876.309,Android,18.8
App Session,1666441281.318,Android,181.6
App Session,1666441221.198,iOS,25
App Session,1666441142.231,Android,11.7
App Session,1666441094.495,Android,31.3
App Session,1666440606.451,Android,16.7
App Session,1666440389.874,iOS,16.3
App Session,1666440288.088,Android,24.3
App Session,1666440233.772,Android,24.3
App Session,1666440182.6,Android,36
App Session,1666440055.35,iOS,39.9
App Session,1666439997.442,iOS,26.6
App Session,1666439957.493,iOS,60.5
App Session,1666439938.193,iOS,144.5
App Session,1666439841.472,Android,36.9
App Session,1666439813.909,Android,27.8
App Session,1666439803.769,Android,68.2
App Session,1666439744.242,Android,34.8
App Session,1666439545.339,Android,44
App Session,1666439500.359,Android,30.2
App Session,1666439462.793,Android,31.9
App Session,1666439403.66,Android,45.1
App Session,1666439390.446,Android,50.7
App Session,1666439273.924,Android,71.4
App Session,1666438867.539,Android,26.3
App Session,1666438664.143,Android,30.3
App Session,1666438538.254,Android,74.4
App Session,1666438465.411,Android,32.3
App Session,1666438238.523,Android,24.8
App Session,1666438190.393,Android,44
App Session,1666437968.184,Android,18.9
App Session,1666437966.881,Android,46.7
App Session,1666437879.172,iOS,30.2
App Session,1666437454.707,iOS,11.4
App Session,1666437303.895,Android,103.2
App Session,1666437289.489,iOS,36.9
App Session,1666437060.631,iOS,61.1
App Session,1666436900.974,Android,146
App Session,1666436879.469,Android,71.6
App Session,1666436805.571,Android,76.3
App Session,1666436425.931,iOS,33.3
App Session,1666436391.124,iOS,19.1
App Session,1666436332.973,iOS,10.4
App Session,1666436249.143,iOS,49.5
App Session,1666436111.495,iOS,99.1
App Session,1666436011.876,Android,38.4
App Session,1666435995.461,iOS,26.7
App Session,1666435773.215,Android,73.6
App Session,1666435218.941,Android,23.3
App Session,1666435185.636,Android,153.7
App Session,1666435151.414,iOS,13.5
App Session,1666435110.43,Android,10.8
App Session,1666435086.048,Android,160.9
App Session,1666434957.89,Android,484.5
App Session,1666434864.08,iOS,36.7
App Session,1666434814.326,Android,22.4
App Session,1666434698.012,Android,50
App Session,1666434643.495,Android,43.6
App Session,1666434589.502,iOS,34.4
App Session,1666434250.157,Android,19.5
App Session,1666434234.767,Android,30
App Session,1666434155.212,Android,18.8
App Session,1666434111.065,iOS,100.2
App Session,1666434081.68,Android,27.6
App Session,1666434028.837,Android,44.4
App Session,1666434007.517,Android,117.7
App Session,1666433931.04,Android,40.4
App Session,1666433642.613,iOS,73.4
App Session,1666433549.363,iOS,29.9
App Session,1666433520.745,Android,78.5
App Session,1666433291.231,Android,146.6
App Session,1666433091.805,Android,25.8
App Session,1666433026.961,Android,33.5
App Session,1666433014.306,Android,64.2
App Session,1666433001.695,Android,203.9
App Session,1666432979.083,iOS,13.9
App Session,1666432942.943,iOS,54.7
App Session,1666432936.279,Android,27.7
App Session,1666432895.071,Android,10
App Session,1666432774.749,Android,22.3
App Session,1666432695.115,Android,17.9
App Session,1666432660.562,iOS,52.8
App Session,1666432438.571,Android,25.4
App Session,1666432394.517,Android,95.3
App Session,1666432389.28,iOS,59.3
App Session,1666432242.46,Android,40.5
App Session,1666431870.776,Android,95.8
App Session,1666431580.703,Android,31.4
App Session,1666431480.213,iOS,17.4
App Session,1666431122.633,iOS,12.1
App Session,1666431071.238,iOS,12.4
App Session,1666431066.436,Android,33.7
App Session,1666431018.831,iOS,14.8
App Session,1666430965.861,iOS,12.6
App Session,1666430946.768,iOS,27
App Session,1666430927.914,Android,41
App Session,1666430877.436,iOS,36
App Session,1666430861.108,Android,57.5
App Session,1666430783.537,Android,60.1
App Session,1666430724.325,Android,13.1
App Session,1666430552.912,Android,16.6
App Session,1666430448.66,Android,33.5
App Session,1666430397.999,Android,48.1
App Session,1666430278.895,Android,22.3
App Session,1666430037.091,Android,118.3
App Session,1666429984.871,Android,23.5
App Session,1666429918.442,Android,20.5
App Session,1666429904.326,iOS,38.4
App Session,1666429899.409,Android,19.9
App Session,1666429856.375,Android,45
App Session,1666429716.969,Android,17.5
App Session,1666429643.471,Android,25.5
App Session,1666429622.834,Android,25
App Session,1666429598.379,Android,36.6
App Session,1666429559.177,Android,24.8
App Session,1666429525.341,Android,35.5
App Session,1666429484.837,Android,79.3
App Session,1666429475.353,Android,27.3
App Session,1666429464.897,Android,48.5
App Session,1666429462.549,Android,30.9
App Session,1666429413.755,Android,24.4
App Session,1666429399.828,Android,31.1
App Session,1666429311.051,Android,13.8
App Session,1666429301.4,iOS,383.9
App Session,1666429275.698,Android,31.1
App Session,1666429195.173,Android,29.6
App Session,1666429163.347,Android,44.1
App Session,1666429161.143,Android,40.5
App Session,1666429144.323,Android,32.4
App Session,1666429061.172,Android,75.2
App Session,1666429047.472,iOS,42.2
App Session,1666428984.561,Android,65.8
App Session,1666428984.135,Android,58.9
App Session,1666428872.481,Android,40.5
App Session,1666428830.775,Android,66.9
App Session,1666428800.097,Android,70.4
App Session,1666428782.303,Android,85.8
App Session,1666428734.65,Android,40.5
App Session,1666428688.541,Android,11.7
App Session,1666428686.293,Android,48.6
App Session,1666428662.402,Android,38.3
App Session,1666428591.31,Android,11.7
App Session,1666428510.335,Android,42.9
App Session,1666428407.329,Android,133.7
App Session,1666428398.801,Android,20.2
App Session,1666428390.663,iOS,36.1
App Session,1666428353.197,iOS,12.9
App Session,1666428301.929,Android,155.5
App Session,1666428270.798,Android,18.2
App Session,1666428242.812,Android,173.6
App Session,1666428220.543,Android,197.9
App Session,1666428087.126,Android,38.4
App Session,1666428055.969,Android,13.5
App Session,1666428023.683,Android,78.8
App Session,1666427950.646,Android,15.5
App Session,1666427949.689,Android,52.6
App Session,1666427857.873,Android,54.7
App Session,1666427797.377,Android,32.7
App Session,1666427737.109,Android,13.8
App Session,1666427651.524,Android,14.3
App Session,1666427629.789,iOS,61.7
App Session,1666427590.411,Android,10.7
App Session,1666427217.721,Android,31.6
App Session,1666427215.918,Android,24.5
App Session,1666427184.327,Android,17.2
App Session,1666427096.121,Android,74
App Session,1666427082.513,Android,10.1
App Session,1666427000.572,Android,27.7
App Session,1666426926.984,iOS,116.1
App Session,1666426842.937,Android,35.2
App Session,1666426799.354,Android,30.2
App Session,1666426794.948,Android,164.3
App Session,1666426674.169,Android,42
App Session,1666426493.243,Android,14.7
App Session,1666426469.774,Android,18.4
App Session,1666426459.925,Android,43.9
App Session,1666426450.44,Android,70.6
App Session,1666426378.476,Android,103.4
App Session,1666426357.17,Android,43.6
App Session,1666426234.709,Android,51.8
App Session,1666426141.741,iOS,48.9
App Session,1666425955.401,Android,12.2
App Session,1666425907.392,Android,30.3
App Session,1666425897.148,Android,94.4
App Session,1666425868.741,Android,15.9
App Session,1666425851.788,Android,35.1
App Session,1666425793.393,Android,25.2
App Session,1666425747.916,Android,34
App Session,1666425726.714,Android,11.3
App Session,1666425654.262,Android,182.5
App Session,1666425600.383,Android,31.2
App Session,1666425568.017,Android,51.4
App Session,1666425511.246,Android,75.6
App Session,1666425369.972,Android,26.8
App Session,1666425341.823,Android,23.3
App Session,1666425311.773,Android,77.5
App Session,1666425243.628,iOS,45.7
App Session,1666425238.69,Android,413.9
App Session,1666425101.904,Android,135
App Session,1666425058.798,Android,58.7
App Session,1666424997.884,Android,50.4
App Session,1666424977.374,Android,31.1
App Session,1666424943.853,Android,64.9
App Session,1666424823.514,Android,116.7
App Session,1666424745.901,iOS,32.3
App Session,1666424744.719,Android,42.1
App Session,1666424710.168,iOS,117.7
App Session,1666424661.238,Android,22.7
App Session,1666424595.29,Android,34.5
App Session,1666424568.924,Android,14.9
App Session,1666424500.871,Android,38.2
App Session,1666424492.029,iOS,132.5
App Session,1666424434.374,Android,12.7
App Session,1666424410.959,Android,71.9
App Session,1666424270.864,Android,20.3
App Session,1666424264.158,iOS,20.4
App Session,1666424223.338,Android,67.8
App Session,1666424155.638,Android,50.1
App Session,1666424084.983,Android,11
App Session,1666423790.879,Android,45.6
App Session,1666423685.941,Android,28.7
App Session,1666423452.647,Android,62
App Session,1666423373.492,Android,19.1
App Session,1666423351.62,Android,42.8
App Session,1666423143.742,Android,87.6
App Session,1666423120.158,Android,57.7
App Session,1666422905.807,Android,20.2
App Session,1666422779.106,Android,101.5
App Session,1666422588.168,Android,10
App Session,1666422549.413,Android,24.1
App Session,1666422279.285,Android,24.2
App Session,1666422208.359,Android,87
App Session,1666422140.107,Android,63.8
App Session,1666422117.269,Android,14.8
