Din,Date,App Session - Total
8991982104921213637,"Feb 20, 2023 - Feb 26, 2023",9
8991982104921213637,"Mar 27, 2023 - Apr 2, 2023",7
8991982104921213637,"Mar 6, 2023 - Mar 12, 2023",6
8991982104921213645,"Apr 10, 2023 - Apr 16, 2023",7
8991982104921213645,"Apr 3, 2023 - Apr 9, 2023",4
8991982104921213645,"Feb 13, 2023 - Feb 19, 2023",3
8991982104921213645,"Feb 20, 2023 - Feb 26, 2023",5
8991982104921213645,"Feb 27, 2023 - Mar 5, 2023",7
8991982104921213645,"Mar 20, 2023 - Mar 26, 2023",16
8991982104921213645,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921213645,"Mar 6, 2023 - Mar 12, 2023",4
8991982104921213678,"Apr 3, 2023 - Apr 9, 2023",2
8991982104921213678,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921213678,"Mar 6, 2023 - Mar 12, 2023",2
8991982104921213702,"Apr 10, 2023 - Apr 16, 2023",4
8991982104921213702,"Apr 3, 2023 - Apr 9, 2023",3
8991982104921213702,"Feb 20, 2023 - Feb 26, 2023",14
8991982104921213702,"Feb 27, 2023 - Mar 5, 2023",68
8991982104921213702,"Mar 13, 2023 - Mar 19, 2023",5
8991982104921213702,"Mar 27, 2023 - Apr 2, 2023",20
8991982104921213702,"Mar 6, 2023 - Mar 12, 2023",4
8991982104921213728,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921213728,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921213728,"Feb 27, 2023 - Mar 5, 2023",6
8991982104921213728,"Mar 13, 2023 - Mar 19, 2023",4
8991982104921213728,"Mar 6, 2023 - Mar 12, 2023",3
8991982104921213751,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921213751,"Mar 13, 2023 - Mar 19, 2023",1
8991982104921213751,"Mar 27, 2023 - Apr 2, 2023",3
8991982104921213751,"Mar 6, 2023 - Mar 12, 2023",7
8991982104921214304,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921214304,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921214304,"Mar 13, 2023 - Mar 19, 2023",6
8991982104921214304,"Mar 20, 2023 - Mar 26, 2023",5
8991982104921214304,"Mar 27, 2023 - Apr 2, 2023",5
8991982104921214338,"Apr 10, 2023 - Apr 16, 2023",4
8991982104921214338,"Feb 13, 2023 - Feb 19, 2023",5
8991982104921214338,"Feb 20, 2023 - Feb 26, 2023",3
8991982104921214338,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921214338,"Mar 13, 2023 - Mar 19, 2023",2
8991982104921214338,"Mar 27, 2023 - Apr 2, 2023",6
8991982104921214338,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921214353,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921214353,"Feb 20, 2023 - Feb 26, 2023",3
8991982104921214353,"Mar 20, 2023 - Mar 26, 2023",3
8991982104921214353,"Mar 6, 2023 - Mar 12, 2023",3
8991982104921214379,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921214379,"Apr 3, 2023 - Apr 9, 2023",4
8991982104921214379,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921214379,"Feb 27, 2023 - Mar 5, 2023",2
8991982104921214379,"Mar 6, 2023 - Mar 12, 2023",4
8991982104921214395,"Apr 3, 2023 - Apr 9, 2023",4
8991982104921214395,"Feb 13, 2023 - Feb 19, 2023",8
8991982104921214395,"Feb 20, 2023 - Feb 26, 2023",21
8991982104921214395,"Feb 27, 2023 - Mar 5, 2023",3
8991982104921214395,"Mar 13, 2023 - Mar 19, 2023",3
8991982104921214411,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921214411,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921214411,"Feb 20, 2023 - Feb 26, 2023",9
8991982104921214411,"Feb 27, 2023 - Mar 5, 2023",6
8991982104921214411,"Mar 13, 2023 - Mar 19, 2023",1
8991982104921214411,"Mar 20, 2023 - Mar 26, 2023",3
8991982104921214429,"Mar 13, 2023 - Mar 19, 2023",23
8991982104921214429,"Mar 6, 2023 - Mar 12, 2023",21
8991982104921214437,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921214437,"Apr 3, 2023 - Apr 9, 2023",15
8991982104921214437,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921214437,"Feb 27, 2023 - Mar 5, 2023",2
8991982104921214437,"Mar 13, 2023 - Mar 19, 2023",12
8991982104921214437,"Mar 27, 2023 - Apr 2, 2023",6
8991982104921214437,"Mar 6, 2023 - Mar 12, 2023",10
8991982104921214452,"Apr 10, 2023 - Apr 16, 2023",5
8991982104921214452,"Apr 3, 2023 - Apr 9, 2023",10
8991982104921214452,"Feb 27, 2023 - Mar 5, 2023",14
8991982104921214452,"Mar 13, 2023 - Mar 19, 2023",4
8991982104921214452,"Mar 20, 2023 - Mar 26, 2023",12
8991982104921214452,"Mar 27, 2023 - Apr 2, 2023",10
8991982104921214452,"Mar 6, 2023 - Mar 12, 2023",4
8991982104921214460,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921214460,"Apr 3, 2023 - Apr 9, 2023",2
8991982104921214460,"Feb 13, 2023 - Feb 19, 2023",6
8991982104921214460,"Feb 27, 2023 - Mar 5, 2023",3
8991982104921214460,"Mar 13, 2023 - Mar 19, 2023",2
8991982104921214460,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921214460,"Mar 27, 2023 - Apr 2, 2023",5
8991982104921214460,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921214536,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921214601,"Apr 10, 2023 - Apr 16, 2023",11
8991982104921214601,"Apr 3, 2023 - Apr 9, 2023",6
8991982104921214601,"Feb 13, 2023 - Feb 19, 2023",8
8991982104921214601,"Feb 20, 2023 - Feb 26, 2023",5
8991982104921214601,"Mar 27, 2023 - Apr 2, 2023",2
8991982104921214601,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921214619,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921214619,"Mar 13, 2023 - Mar 19, 2023",5
8991982104921214619,"Mar 20, 2023 - Mar 26, 2023",3
8991982104921214619,"Mar 27, 2023 - Apr 2, 2023",2
8991982104921214635,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921214635,"Apr 3, 2023 - Apr 9, 2023",8
8991982104921214635,"Mar 13, 2023 - Mar 19, 2023",59
8991982104921214635,"Mar 20, 2023 - Mar 26, 2023",33
8991982104921214635,"Mar 27, 2023 - Apr 2, 2023",9
8991982104921214643,"Feb 13, 2023 - Feb 19, 2023",6
8991982104921214643,"Feb 20, 2023 - Feb 26, 2023",3
8991982104921214668,"Apr 3, 2023 - Apr 9, 2023",10
8991982104921214668,"Feb 20, 2023 - Feb 26, 2023",10
8991982104921214668,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921214668,"Mar 13, 2023 - Mar 19, 2023",1
8991982104921214668,"Mar 20, 2023 - Mar 26, 2023",7
8991982104921214668,"Mar 27, 2023 - Apr 2, 2023",3
8991982104921214668,"Mar 6, 2023 - Mar 12, 2023",12
8991982104921214692,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921214692,"Apr 3, 2023 - Apr 9, 2023",4
8991982104921214692,"Feb 20, 2023 - Feb 26, 2023",59
8991982104921214692,"Feb 27, 2023 - Mar 5, 2023",65
8991982104921214692,"Mar 13, 2023 - Mar 19, 2023",28
8991982104921214692,"Mar 20, 2023 - Mar 26, 2023",23
8991982104921214692,"Mar 27, 2023 - Apr 2, 2023",30
8991982104921214692,"Mar 6, 2023 - Mar 12, 2023",67
8991982104921214700,"Apr 10, 2023 - Apr 16, 2023",26
8991982104921214700,"Apr 3, 2023 - Apr 9, 2023",19
8991982104921214700,"Mar 13, 2023 - Mar 19, 2023",30
8991982104921214700,"Mar 20, 2023 - Mar 26, 2023",3
8991982104921214700,"Mar 27, 2023 - Apr 2, 2023",30
8991982104921214718,"Apr 10, 2023 - Apr 16, 2023",4
8991982104921214718,"Feb 20, 2023 - Feb 26, 2023",4
8991982104921214718,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921214718,"Mar 13, 2023 - Mar 19, 2023",1
8991982104921214718,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921214726,"Feb 13, 2023 - Feb 19, 2023",2
8991982104921214726,"Feb 20, 2023 - Feb 26, 2023",2
8991982104921214726,"Mar 13, 2023 - Mar 19, 2023",1
8991982104921214726,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921214726,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921214726,"Mar 6, 2023 - Mar 12, 2023",2
8991982104921214742,"Feb 27, 2023 - Mar 5, 2023",5
8991982104921214742,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921214759,"Apr 10, 2023 - Apr 16, 2023",2
